date,store_nbr,family,sales
2016-02-17,1,HOME APPLIANCES,1.0
2016-02-18,1,HOME APPLIANCES,6.0
2016-02-19,1,HOME APPLIANCES,1.0
2016-02-20,1,HOME APPLIANCES,0.0
2016-02-21,1,HOME APPLIANCES,0.0
2016-02-22,1,HOME APPLIANCES,0.0
2016-02-23,1,HOME APPLIANCES,0.0
2016-02-24,1,HOME APPLIANCES,0.0
2016-02-25,1,HOME APPLIANCES,0.0
2016-02-26,1,HOME APPLIANCES,0.0
2016-02-27,1,HOME APPLIANCES,0.0
2016-02-28,1,HOME APPLIANCES,0.0
2016-02-29,1,HOME APPLIANCES,0.0
2016-03-01,1,HOME APPLIANCES,0.0
2016-03-02,1,HOME APPLIANCES,0.0
2016-03-03,1,HOME APPLIANCES,0.0
2016-03-04,1,HOME APPLIANCES,0.0
2016-03-05,1,HOME APPLIANCES,0.0
2016-03-06,1,HOME APPLIANCES,0.0
2016-03-07,1,HOME APPLIANCES,0.0
2016-03-08,1,HOME APPLIANCES,0.0
2016-03-09,1,HOME APPLIANCES,0.0
2016-03-10,1,HOME APPLIANCES,0.0
2016-03-11,1,HOME APPLIANCES,0.0
2016-03-12,1,HOME APPLIANCES,0.0
2016-03-13,1,HOME APPLIANCES,0.0
2016-03-14,1,HOME APPLIANCES,0.0
2016-03-15,1,HOME APPLIANCES,0.0
2016-03-16,1,HOME APPLIANCES,0.0
2016-03-17,1,HOME APPLIANCES,0.0
2016-03-18,1,HOME APPLIANCES,0.0
2016-03-19,1,HOME APPLIANCES,0.0
2016-03-20,1,HOME APPLIANCES,0.0
2016-03-21,1,HOME APPLIANCES,0.0
2016-03-22,1,HOME APPLIANCES,0.0
2016-03-23,1,HOME APPLIANCES,0.0
2016-03-24,1,HOME APPLIANCES,0.0
2016-03-25,1,HOME APPLIANCES,0.0
2016-03-26,1,HOME APPLIANCES,0.0
2016-03-27,1,HOME APPLIANCES,0.0
2016-03-28,1,HOME APPLIANCES,0.0
2016-03-29,1,HOME APPLIANCES,0.0
2016-03-30,1,HOME APPLIANCES,0.0
2016-03-31,1,HOME APPLIANCES,0.0
2016-04-01,1,HOME APPLIANCES,0.0
2016-04-02,1,HOME APPLIANCES,0.0
2016-04-03,1,HOME APPLIANCES,0.0
2016-04-04,1,HOME APPLIANCES,0.0
2016-04-05,1,HOME APPLIANCES,0.0
2016-04-06,1,HOME APPLIANCES,0.0
2016-04-07,1,HOME APPLIANCES,0.0
2016-04-08,1,HOME APPLIANCES,0.0
2016-04-09,1,HOME APPLIANCES,0.0
2016-04-10,1,HOME APPLIANCES,0.0
2016-04-11,1,HOME APPLIANCES,0.0
2016-04-12,1,HOME APPLIANCES,0.0
2016-04-13,1,HOME APPLIANCES,0.0
2016-04-14,1,HOME APPLIANCES,0.0
2016-04-15,1,HOME APPLIANCES,0.0
2016-04-16,1,HOME APPLIANCES,0.0
2016-04-17,1,HOME APPLIANCES,0.0
2016-04-18,1,HOME APPLIANCES,0.0
2016-04-19,1,HOME APPLIANCES,0.0
2016-04-20,1,HOME APPLIANCES,0.0
2016-04-21,1,HOME APPLIANCES,0.0
2016-04-22,1,HOME APPLIANCES,0.0
2016-04-23,1,HOME APPLIANCES,0.0
2016-04-24,1,HOME APPLIANCES,0.0
2016-04-25,1,HOME APPLIANCES,0.0
2016-04-26,1,HOME APPLIANCES,1.0
2016-04-27,1,HOME APPLIANCES,0.0
2016-04-28,1,HOME APPLIANCES,0.0
2016-04-29,1,HOME APPLIANCES,2.0
2016-04-30,1,HOME APPLIANCES,1.0
2016-05-01,1,HOME APPLIANCES,3.0
2016-05-02,1,HOME APPLIANCES,1.0
2016-05-03,1,HOME APPLIANCES,1.0
2016-05-04,1,HOME APPLIANCES,1.0
2016-05-05,1,HOME APPLIANCES,1.0
2016-05-06,1,HOME APPLIANCES,2.0
2016-05-07,1,HOME APPLIANCES,1.0
2016-05-08,1,HOME APPLIANCES,0.0
2016-05-09,1,HOME APPLIANCES,0.0
2016-05-10,1,HOME APPLIANCES,1.0
2016-05-11,1,HOME APPLIANCES,2.0
2016-05-12,1,HOME APPLIANCES,3.0
2016-05-13,1,HOME APPLIANCES,0.0
2016-05-14,1,HOME APPLIANCES,0.0
2016-05-15,1,HOME APPLIANCES,1.0
2016-05-16,1,HOME APPLIANCES,1.0
2016-05-17,1,HOME APPLIANCES,2.0
2016-05-18,1,HOME APPLIANCES,2.0
2016-05-19,1,HOME APPLIANCES,0.0
2016-05-20,1,HOME APPLIANCES,0.0
2016-05-21,1,HOME APPLIANCES,2.0
2016-05-22,1,HOME APPLIANCES,1.0
2016-05-23,1,HOME APPLIANCES,0.0
2016-05-24,1,HOME APPLIANCES,1.0
2016-05-25,1,HOME APPLIANCES,0.0
2016-05-26,1,HOME APPLIANCES,0.0
2016-05-27,1,HOME APPLIANCES,0.0
2016-05-28,1,HOME APPLIANCES,0.0
2016-05-29,1,HOME APPLIANCES,0.0
2016-05-30,1,HOME APPLIANCES,0.0
2016-05-31,1,HOME APPLIANCES,1.0
2016-06-01,1,HOME APPLIANCES,0.0
2016-06-02,1,HOME APPLIANCES,1.0
2016-06-03,1,HOME APPLIANCES,0.0
2016-06-04,1,HOME APPLIANCES,1.0
2016-06-05,1,HOME APPLIANCES,0.0
2016-06-06,1,HOME APPLIANCES,0.0
2016-06-07,1,HOME APPLIANCES,0.0
2016-06-08,1,HOME APPLIANCES,0.0
2016-06-09,1,HOME APPLIANCES,0.0
2016-06-10,1,HOME APPLIANCES,0.0
2016-06-11,1,HOME APPLIANCES,0.0
2016-06-12,1,HOME APPLIANCES,0.0
2016-06-13,1,HOME APPLIANCES,0.0
2016-06-14,1,HOME APPLIANCES,0.0
2016-06-15,1,HOME APPLIANCES,0.0
2016-06-16,1,HOME APPLIANCES,0.0
2016-06-17,1,HOME APPLIANCES,0.0
2016-06-18,1,HOME APPLIANCES,0.0
2016-06-19,1,HOME APPLIANCES,0.0
2016-06-20,1,HOME APPLIANCES,0.0
2016-06-21,1,HOME APPLIANCES,0.0
2016-06-22,1,HOME APPLIANCES,0.0
2016-06-23,1,HOME APPLIANCES,0.0
2016-06-24,1,HOME APPLIANCES,0.0
2016-06-25,1,HOME APPLIANCES,0.0
2016-06-26,1,HOME APPLIANCES,0.0
2016-06-27,1,HOME APPLIANCES,0.0
2016-06-28,1,HOME APPLIANCES,0.0
2016-06-29,1,HOME APPLIANCES,0.0
2016-06-30,1,HOME APPLIANCES,0.0
2016-07-01,1,HOME APPLIANCES,0.0
2016-07-02,1,HOME APPLIANCES,0.0
2016-07-03,1,HOME APPLIANCES,0.0
2016-07-04,1,HOME APPLIANCES,0.0
2016-07-05,1,HOME APPLIANCES,0.0
2016-07-06,1,HOME APPLIANCES,0.0
2016-07-07,1,HOME APPLIANCES,0.0
2016-07-08,1,HOME APPLIANCES,0.0
2016-07-09,1,HOME APPLIANCES,0.0
2016-07-10,1,HOME APPLIANCES,0.0
2016-07-11,1,HOME APPLIANCES,0.0
2016-07-12,1,HOME APPLIANCES,0.0
2016-07-13,1,HOME APPLIANCES,0.0
2016-07-14,1,HOME APPLIANCES,0.0
2016-07-15,1,HOME APPLIANCES,0.0
2016-07-16,1,HOME APPLIANCES,0.0
2016-07-17,1,HOME APPLIANCES,0.0
2016-07-18,1,HOME APPLIANCES,0.0
2016-07-19,1,HOME APPLIANCES,0.0
2016-07-20,1,HOME APPLIANCES,0.0
2016-07-21,1,HOME APPLIANCES,0.0
2016-07-22,1,HOME APPLIANCES,0.0
2016-07-23,1,HOME APPLIANCES,0.0
2016-07-24,1,HOME APPLIANCES,0.0
2016-07-25,1,HOME APPLIANCES,0.0
2016-07-26,1,HOME APPLIANCES,0.0
2016-07-27,1,HOME APPLIANCES,0.0
2016-07-28,1,HOME APPLIANCES,0.0
2016-07-29,1,HOME APPLIANCES,0.0
2016-07-30,1,HOME APPLIANCES,0.0
2016-07-31,1,HOME APPLIANCES,0.0
2016-08-01,1,HOME APPLIANCES,0.0
2016-08-02,1,HOME APPLIANCES,0.0
2016-08-03,1,HOME APPLIANCES,0.0
2016-08-04,1,HOME APPLIANCES,0.0
2016-08-05,1,HOME APPLIANCES,0.0
2016-08-06,1,HOME APPLIANCES,0.0
2016-08-07,1,HOME APPLIANCES,0.0
2016-08-08,1,HOME APPLIANCES,0.0
2016-08-09,1,HOME APPLIANCES,0.0
2016-08-10,1,HOME APPLIANCES,0.0
2016-08-11,1,HOME APPLIANCES,0.0
2016-08-12,1,HOME APPLIANCES,0.0
2016-08-13,1,HOME APPLIANCES,0.0
2016-08-14,1,HOME APPLIANCES,0.0
2016-08-15,1,HOME APPLIANCES,0.0
2016-08-16,1,HOME APPLIANCES,0.0
2016-08-17,1,HOME APPLIANCES,0.0
2016-08-18,1,HOME APPLIANCES,0.0
2016-08-19,1,HOME APPLIANCES,0.0
2016-08-20,1,HOME APPLIANCES,0.0
2016-08-21,1,HOME APPLIANCES,0.0
2016-08-22,1,HOME APPLIANCES,0.0
2016-08-23,1,HOME APPLIANCES,0.0
2016-08-24,1,HOME APPLIANCES,0.0
2016-08-25,1,HOME APPLIANCES,0.0
2016-08-26,1,HOME APPLIANCES,0.0
2016-08-27,1,HOME APPLIANCES,0.0
2016-08-28,1,HOME APPLIANCES,0.0
2016-08-29,1,HOME APPLIANCES,0.0
2016-08-30,1,HOME APPLIANCES,0.0
2016-08-31,1,HOME APPLIANCES,0.0
2016-09-01,1,HOME APPLIANCES,0.0
2016-09-02,1,HOME APPLIANCES,0.0
2016-09-03,1,HOME APPLIANCES,0.0
2016-09-04,1,HOME APPLIANCES,0.0
2016-09-05,1,HOME APPLIANCES,0.0
2016-09-06,1,HOME APPLIANCES,0.0
2016-09-07,1,HOME APPLIANCES,0.0
2016-09-08,1,HOME APPLIANCES,0.0
2016-09-09,1,HOME APPLIANCES,0.0
2016-09-10,1,HOME APPLIANCES,0.0
2016-09-11,1,HOME APPLIANCES,0.0
2016-09-12,1,HOME APPLIANCES,0.0
2016-09-13,1,HOME APPLIANCES,0.0
2016-09-14,1,HOME APPLIANCES,0.0
2016-09-15,1,HOME APPLIANCES,0.0
2016-09-16,1,HOME APPLIANCES,0.0
2016-09-17,1,HOME APPLIANCES,0.0
2016-09-18,1,HOME APPLIANCES,0.0
2016-09-19,1,HOME APPLIANCES,0.0
2016-09-20,1,HOME APPLIANCES,0.0
2016-09-21,1,HOME APPLIANCES,0.0
2016-09-22,1,HOME APPLIANCES,0.0
2016-09-23,1,HOME APPLIANCES,0.0
2016-09-24,1,HOME APPLIANCES,0.0
2016-09-25,1,HOME APPLIANCES,0.0
2016-09-26,1,HOME APPLIANCES,0.0
2016-09-27,1,HOME APPLIANCES,0.0
2016-09-28,1,HOME APPLIANCES,0.0
2016-09-29,1,HOME APPLIANCES,0.0
2016-09-30,1,HOME APPLIANCES,0.0
2016-10-01,1,HOME APPLIANCES,0.0
2016-10-02,1,HOME APPLIANCES,0.0
2016-10-03,1,HOME APPLIANCES,0.0
2016-10-04,1,HOME APPLIANCES,0.0
2016-10-05,1,HOME APPLIANCES,0.0
2016-10-06,1,HOME APPLIANCES,0.0
2016-10-07,1,HOME APPLIANCES,0.0
2016-10-08,1,HOME APPLIANCES,0.0
2016-10-09,1,HOME APPLIANCES,0.0
2016-10-10,1,HOME APPLIANCES,0.0
2016-10-11,1,HOME APPLIANCES,0.0
2016-10-12,1,HOME APPLIANCES,0.0
2016-10-13,1,HOME APPLIANCES,0.0
2016-10-14,1,HOME APPLIANCES,0.0
2016-10-15,1,HOME APPLIANCES,0.0
2016-10-16,1,HOME APPLIANCES,0.0
2016-10-17,1,HOME APPLIANCES,0.0
2016-10-18,1,HOME APPLIANCES,0.0
2016-10-19,1,HOME APPLIANCES,0.0
2016-10-20,1,HOME APPLIANCES,0.0
2016-10-21,1,HOME APPLIANCES,0.0
2016-10-22,1,HOME APPLIANCES,0.0
2016-10-23,1,HOME APPLIANCES,0.0
2016-10-24,1,HOME APPLIANCES,0.0
2016-10-25,1,HOME APPLIANCES,0.0
2016-10-26,1,HOME APPLIANCES,0.0
2016-10-27,1,HOME APPLIANCES,0.0
2016-10-28,1,HOME APPLIANCES,0.0
2016-10-29,1,HOME APPLIANCES,0.0
2016-10-30,1,HOME APPLIANCES,0.0
2016-10-31,1,HOME APPLIANCES,0.0
2016-11-01,1,HOME APPLIANCES,0.0
2016-11-02,1,HOME APPLIANCES,0.0
2016-11-03,1,HOME APPLIANCES,0.0
2016-11-04,1,HOME APPLIANCES,0.0
2016-11-05,1,HOME APPLIANCES,0.0
2016-11-06,1,HOME APPLIANCES,0.0
2016-11-07,1,HOME APPLIANCES,0.0
2016-11-08,1,HOME APPLIANCES,0.0
2016-11-09,1,HOME APPLIANCES,0.0
2016-11-10,1,HOME APPLIANCES,0.0
2016-11-11,1,HOME APPLIANCES,0.0
2016-11-12,1,HOME APPLIANCES,0.0
2016-11-13,1,HOME APPLIANCES,0.0
2016-11-14,1,HOME APPLIANCES,0.0
2016-11-15,1,HOME APPLIANCES,0.0
2016-11-16,1,HOME APPLIANCES,0.0
2016-11-17,1,HOME APPLIANCES,0.0
2016-11-18,1,HOME APPLIANCES,0.0
2016-11-19,1,HOME APPLIANCES,0.0
2016-11-20,1,HOME APPLIANCES,0.0
2016-11-21,1,HOME APPLIANCES,0.0
2016-11-22,1,HOME APPLIANCES,0.0
2016-11-23,1,HOME APPLIANCES,0.0
2016-11-24,1,HOME APPLIANCES,0.0
2016-11-25,1,HOME APPLIANCES,0.0
2016-11-26,1,HOME APPLIANCES,0.0
2016-11-27,1,HOME APPLIANCES,0.0
2016-11-28,1,HOME APPLIANCES,0.0
2016-11-29,1,HOME APPLIANCES,0.0
2016-11-30,1,HOME APPLIANCES,0.0
2016-12-01,1,HOME APPLIANCES,0.0
2016-12-02,1,HOME APPLIANCES,0.0
2016-12-03,1,HOME APPLIANCES,0.0
2016-12-04,1,HOME APPLIANCES,0.0
2016-12-05,1,HOME APPLIANCES,0.0
2016-12-06,1,HOME APPLIANCES,0.0
2016-12-07,1,HOME APPLIANCES,0.0
2016-12-08,1,HOME APPLIANCES,0.0
2016-12-09,1,HOME APPLIANCES,0.0
2016-12-10,1,HOME APPLIANCES,0.0
2016-12-11,1,HOME APPLIANCES,0.0
2016-12-12,1,HOME APPLIANCES,0.0
2016-12-13,1,HOME APPLIANCES,0.0
2016-12-14,1,HOME APPLIANCES,0.0
2016-12-15,1,HOME APPLIANCES,0.0
2016-12-16,1,HOME APPLIANCES,0.0
2016-12-17,1,HOME APPLIANCES,0.0
2016-12-18,1,HOME APPLIANCES,0.0
2016-12-19,1,HOME APPLIANCES,0.0
2016-12-20,1,HOME APPLIANCES,0.0
2016-12-21,1,HOME APPLIANCES,0.0
2016-12-22,1,HOME APPLIANCES,0.0
2016-12-23,1,HOME APPLIANCES,0.0
2016-12-24,1,HOME APPLIANCES,0.0
2016-12-26,1,HOME APPLIANCES,0.0
2016-12-27,1,HOME APPLIANCES,0.0
2016-12-28,1,HOME APPLIANCES,0.0
2016-12-29,1,HOME APPLIANCES,0.0
2016-12-30,1,HOME APPLIANCES,0.0
2016-12-31,1,HOME APPLIANCES,0.0
2017-01-01,1,HOME APPLIANCES,0.0
2017-01-02,1,HOME APPLIANCES,0.0
2017-01-03,1,HOME APPLIANCES,0.0
2017-01-04,1,HOME APPLIANCES,0.0
2017-01-05,1,HOME APPLIANCES,0.0
2017-01-06,1,HOME APPLIANCES,0.0
2017-01-07,1,HOME APPLIANCES,0.0
2017-01-08,1,HOME APPLIANCES,0.0
2017-01-09,1,HOME APPLIANCES,0.0
2017-01-10,1,HOME APPLIANCES,0.0
2017-01-11,1,HOME APPLIANCES,0.0
2017-01-12,1,HOME APPLIANCES,0.0
2017-01-13,1,HOME APPLIANCES,0.0
2017-01-14,1,HOME APPLIANCES,0.0
2017-01-15,1,HOME APPLIANCES,0.0
2017-01-16,1,HOME APPLIANCES,0.0
2017-01-17,1,HOME APPLIANCES,0.0
2017-01-18,1,HOME APPLIANCES,0.0
2017-01-19,1,HOME APPLIANCES,1.0
2017-01-20,1,HOME APPLIANCES,1.0
2017-01-21,1,HOME APPLIANCES,1.0
2017-01-22,1,HOME APPLIANCES,0.0
2017-01-23,1,HOME APPLIANCES,3.0
2017-01-24,1,HOME APPLIANCES,2.0
2017-01-25,1,HOME APPLIANCES,1.0
2017-01-26,1,HOME APPLIANCES,2.0
2017-01-27,1,HOME APPLIANCES,0.0
2017-01-28,1,HOME APPLIANCES,1.0
2017-01-29,1,HOME APPLIANCES,0.0
2017-01-30,1,HOME APPLIANCES,2.0
2017-01-31,1,HOME APPLIANCES,2.0
2017-02-01,1,HOME APPLIANCES,1.0
2017-02-02,1,HOME APPLIANCES,1.0
2017-02-03,1,HOME APPLIANCES,0.0
2017-02-04,1,HOME APPLIANCES,0.0
2017-02-05,1,HOME APPLIANCES,1.0
2017-02-06,1,HOME APPLIANCES,2.0
2017-02-07,1,HOME APPLIANCES,0.0
2017-02-08,1,HOME APPLIANCES,0.0
2017-02-09,1,HOME APPLIANCES,1.0
2017-02-10,1,HOME APPLIANCES,1.0
2017-02-11,1,HOME APPLIANCES,0.0
2017-02-12,1,HOME APPLIANCES,1.0
2017-02-13,1,HOME APPLIANCES,0.0
2017-02-14,1,HOME APPLIANCES,0.0
2017-02-15,1,HOME APPLIANCES,1.0
2017-02-16,1,HOME APPLIANCES,1.0
2017-02-17,1,HOME APPLIANCES,1.0
2017-02-18,1,HOME APPLIANCES,3.0
2017-02-19,1,HOME APPLIANCES,0.0
2017-02-20,1,HOME APPLIANCES,0.0
2017-02-21,1,HOME APPLIANCES,1.0
2017-02-22,1,HOME APPLIANCES,0.0
2017-02-23,1,HOME APPLIANCES,1.0
2017-02-24,1,HOME APPLIANCES,1.0
2017-02-25,1,HOME APPLIANCES,1.0
2017-02-26,1,HOME APPLIANCES,0.0
2017-02-27,1,HOME APPLIANCES,2.0
2017-02-28,1,HOME APPLIANCES,0.0
2017-03-01,1,HOME APPLIANCES,0.0
2017-03-02,1,HOME APPLIANCES,0.0
2017-03-03,1,HOME APPLIANCES,0.0
2017-03-04,1,HOME APPLIANCES,0.0
2017-03-05,1,HOME APPLIANCES,0.0
2017-03-06,1,HOME APPLIANCES,0.0
2017-03-07,1,HOME APPLIANCES,0.0
2017-03-08,1,HOME APPLIANCES,1.0
2017-03-09,1,HOME APPLIANCES,1.0
2017-03-10,1,HOME APPLIANCES,1.0
2017-03-11,1,HOME APPLIANCES,0.0
2017-03-12,1,HOME APPLIANCES,0.0
2017-03-13,1,HOME APPLIANCES,0.0
2017-03-14,1,HOME APPLIANCES,0.0
2017-03-15,1,HOME APPLIANCES,0.0
2017-03-16,1,HOME APPLIANCES,0.0
2017-03-17,1,HOME APPLIANCES,1.0
2017-03-18,1,HOME APPLIANCES,0.0
2017-03-19,1,HOME APPLIANCES,0.0
2017-03-20,1,HOME APPLIANCES,2.0
2017-03-21,1,HOME APPLIANCES,0.0
2017-03-22,1,HOME APPLIANCES,0.0
2017-03-23,1,HOME APPLIANCES,1.0
2017-03-24,1,HOME APPLIANCES,1.0
2017-03-25,1,HOME APPLIANCES,0.0
2017-03-26,1,HOME APPLIANCES,3.0
2017-03-27,1,HOME APPLIANCES,0.0
2017-03-28,1,HOME APPLIANCES,0.0
2017-03-29,1,HOME APPLIANCES,1.0
2017-03-30,1,HOME APPLIANCES,0.0
2017-03-31,1,HOME APPLIANCES,0.0
2017-04-01,1,HOME APPLIANCES,0.0
2017-04-02,1,HOME APPLIANCES,2.0
2017-04-03,1,HOME APPLIANCES,0.0
2017-04-04,1,HOME APPLIANCES,0.0
2017-04-05,1,HOME APPLIANCES,2.0
2017-04-06,1,HOME APPLIANCES,0.0
2017-04-07,1,HOME APPLIANCES,0.0
2017-04-08,1,HOME APPLIANCES,0.0
2017-04-09,1,HOME APPLIANCES,0.0
2017-04-10,1,HOME APPLIANCES,0.0
2017-04-11,1,HOME APPLIANCES,0.0
2017-04-12,1,HOME APPLIANCES,2.0
2017-04-13,1,HOME APPLIANCES,1.0
2017-04-14,1,HOME APPLIANCES,0.0
2017-04-15,1,HOME APPLIANCES,1.0
2017-04-16,1,HOME APPLIANCES,0.0
2017-04-17,1,HOME APPLIANCES,0.0
2017-04-18,1,HOME APPLIANCES,1.0
2017-04-19,1,HOME APPLIANCES,1.0
2017-04-20,1,HOME APPLIANCES,1.0
2017-04-21,1,HOME APPLIANCES,0.0
2017-04-22,1,HOME APPLIANCES,0.0
2017-04-23,1,HOME APPLIANCES,0.0
2017-04-24,1,HOME APPLIANCES,0.0
2017-04-25,1,HOME APPLIANCES,0.0
2017-04-26,1,HOME APPLIANCES,1.0
2017-04-27,1,HOME APPLIANCES,1.0
2017-04-28,1,HOME APPLIANCES,0.0
2017-04-29,1,HOME APPLIANCES,0.0
2017-04-30,1,HOME APPLIANCES,0.0
2017-05-01,1,HOME APPLIANCES,0.0
2017-05-02,1,HOME APPLIANCES,0.0
2017-05-03,1,HOME APPLIANCES,0.0
2017-05-04,1,HOME APPLIANCES,0.0
2017-05-05,1,HOME APPLIANCES,1.0
2017-05-06,1,HOME APPLIANCES,1.0
2017-05-07,1,HOME APPLIANCES,1.0
2017-05-08,1,HOME APPLIANCES,0.0
2017-05-09,1,HOME APPLIANCES,0.0
2017-05-10,1,HOME APPLIANCES,1.0
2017-05-11,1,HOME APPLIANCES,0.0
2017-05-12,1,HOME APPLIANCES,0.0
2017-05-13,1,HOME APPLIANCES,0.0
2017-05-14,1,HOME APPLIANCES,0.0
2017-05-15,1,HOME APPLIANCES,1.0
2017-05-16,1,HOME APPLIANCES,2.0
2017-05-17,1,HOME APPLIANCES,0.0
2017-05-18,1,HOME APPLIANCES,1.0
2017-05-19,1,HOME APPLIANCES,0.0
2017-05-20,1,HOME APPLIANCES,0.0
2017-05-21,1,HOME APPLIANCES,0.0
2017-05-22,1,HOME APPLIANCES,2.0
2017-05-23,1,HOME APPLIANCES,0.0
2017-05-24,1,HOME APPLIANCES,1.0
2017-05-25,1,HOME APPLIANCES,3.0
2017-05-26,1,HOME APPLIANCES,0.0
2017-05-27,1,HOME APPLIANCES,1.0
2017-05-28,1,HOME APPLIANCES,1.0
2017-05-29,1,HOME APPLIANCES,0.0
2017-05-30,1,HOME APPLIANCES,1.0
2017-05-31,1,HOME APPLIANCES,0.0
2017-06-01,1,HOME APPLIANCES,0.0
2017-06-02,1,HOME APPLIANCES,1.0
2017-06-03,1,HOME APPLIANCES,2.0
2017-06-04,1,HOME APPLIANCES,0.0
2017-06-05,1,HOME APPLIANCES,1.0
2017-06-06,1,HOME APPLIANCES,0.0
2017-06-07,1,HOME APPLIANCES,0.0
2017-06-08,1,HOME APPLIANCES,1.0
2017-06-09,1,HOME APPLIANCES,0.0
2017-06-10,1,HOME APPLIANCES,1.0
2017-06-11,1,HOME APPLIANCES,0.0
2017-06-12,1,HOME APPLIANCES,1.0
2017-06-13,1,HOME APPLIANCES,1.0
2017-06-14,1,HOME APPLIANCES,0.0
2017-06-15,1,HOME APPLIANCES,3.0
2017-06-16,1,HOME APPLIANCES,1.0
2017-06-17,1,HOME APPLIANCES,1.0
2017-06-18,1,HOME APPLIANCES,1.0
2017-06-19,1,HOME APPLIANCES,0.0
2017-06-20,1,HOME APPLIANCES,1.0
2017-06-21,1,HOME APPLIANCES,0.0
2017-06-22,1,HOME APPLIANCES,0.0
2017-06-23,1,HOME APPLIANCES,1.0
2017-06-24,1,HOME APPLIANCES,2.0
2017-06-25,1,HOME APPLIANCES,0.0
2017-06-26,1,HOME APPLIANCES,0.0
2017-06-27,1,HOME APPLIANCES,0.0
2017-06-28,1,HOME APPLIANCES,2.0
2017-06-29,1,HOME APPLIANCES,1.0
2017-06-30,1,HOME APPLIANCES,1.0
2017-07-01,1,HOME APPLIANCES,1.0
2017-07-02,1,HOME APPLIANCES,0.0
2017-07-03,1,HOME APPLIANCES,1.0
2017-07-04,1,HOME APPLIANCES,0.0
2017-07-05,1,HOME APPLIANCES,0.0
2017-07-06,1,HOME APPLIANCES,0.0
2017-07-07,1,HOME APPLIANCES,1.0
2017-07-08,1,HOME APPLIANCES,0.0
2017-07-09,1,HOME APPLIANCES,0.0
2017-07-10,1,HOME APPLIANCES,0.0
2017-07-11,1,HOME APPLIANCES,0.0
2017-07-12,1,HOME APPLIANCES,0.0
2017-07-13,1,HOME APPLIANCES,1.0
2017-07-14,1,HOME APPLIANCES,1.0
2017-07-15,1,HOME APPLIANCES,0.0
2017-07-16,1,HOME APPLIANCES,0.0
2017-07-17,1,HOME APPLIANCES,1.0
2017-07-18,1,HOME APPLIANCES,0.0
2017-07-19,1,HOME APPLIANCES,0.0
2017-07-20,1,HOME APPLIANCES,3.0
2017-07-21,1,HOME APPLIANCES,0.0
2017-07-22,1,HOME APPLIANCES,0.0
2017-07-23,1,HOME APPLIANCES,0.0
2017-07-24,1,HOME APPLIANCES,2.0
2017-07-25,1,HOME APPLIANCES,1.0
2017-07-26,1,HOME APPLIANCES,0.0
2017-07-27,1,HOME APPLIANCES,4.0
2017-07-28,1,HOME APPLIANCES,0.0
2017-07-29,1,HOME APPLIANCES,2.0
2017-07-30,1,HOME APPLIANCES,0.0
2017-07-31,1,HOME APPLIANCES,2.0
2017-08-01,1,HOME APPLIANCES,0.0
2017-08-02,1,HOME APPLIANCES,0.0
2017-08-03,1,HOME APPLIANCES,0.0
2017-08-04,1,HOME APPLIANCES,0.0
2017-08-05,1,HOME APPLIANCES,0.0
2017-08-06,1,HOME APPLIANCES,0.0
2017-08-07,1,HOME APPLIANCES,0.0
2017-08-08,1,HOME APPLIANCES,0.0
2017-08-09,1,HOME APPLIANCES,0.0
2017-08-10,1,HOME APPLIANCES,0.0
2017-08-11,1,HOME APPLIANCES,0.0
2017-08-12,1,HOME APPLIANCES,0.0
2017-08-13,1,HOME APPLIANCES,0.0
2017-08-14,1,HOME APPLIANCES,0.0
2017-08-15,1,HOME APPLIANCES,0.0
2016-01-01,1,HOME CARE,0.0
2016-01-02,1,HOME CARE,164.0
2016-01-03,1,HOME CARE,67.0
2016-01-04,1,HOME CARE,251.0
2016-01-05,1,HOME CARE,197.0
2016-01-06,1,HOME CARE,248.0
2016-01-07,1,HOME CARE,175.0
2016-01-08,1,HOME CARE,195.0
2016-01-09,1,HOME CARE,182.0
2016-01-10,1,HOME CARE,97.0
2016-01-11,1,HOME CARE,175.0
2016-01-12,1,HOME CARE,192.0
2016-01-13,1,HOME CARE,180.0
2016-01-14,1,HOME CARE,172.0
2016-01-15,1,HOME CARE,141.0
2016-01-16,1,HOME CARE,198.0
2016-01-17,1,HOME CARE,70.0
2016-01-18,1,HOME CARE,237.0
2016-01-19,1,HOME CARE,149.0
2016-01-20,1,HOME CARE,183.0
2016-01-21,1,HOME CARE,121.0
2016-01-22,1,HOME CARE,163.0
2016-01-23,1,HOME CARE,187.0
2016-01-24,1,HOME CARE,84.0
2016-01-25,1,HOME CARE,194.0
2016-01-26,1,HOME CARE,172.0
2016-01-27,1,HOME CARE,181.0
2016-01-28,1,HOME CARE,148.0
2016-01-29,1,HOME CARE,158.0
2016-01-30,1,HOME CARE,187.0
2016-01-31,1,HOME CARE,68.0
2016-02-01,1,HOME CARE,202.0
2016-02-02,1,HOME CARE,177.0
2016-02-03,1,HOME CARE,231.0
2016-02-04,1,HOME CARE,162.0
2016-02-05,1,HOME CARE,155.0
2016-02-06,1,HOME CARE,213.0
2016-02-07,1,HOME CARE,37.0
2016-02-08,1,HOME CARE,50.0
2016-02-09,1,HOME CARE,72.0
2016-02-10,1,HOME CARE,185.0
2016-02-11,1,HOME CARE,171.0
2016-02-12,1,HOME CARE,179.0
2016-02-13,1,HOME CARE,178.0
2016-02-14,1,HOME CARE,77.0
